,Stock,Day,Month,Year,Open,High,Low,Close
427,NFLX,26,May,2021,502.339996,504.140015,500.500000,502.359985
428,NFLX,27,May,2021,501.799988,505.100006,498.540009,503.859985
429,NFLX,28,May,2021,504.399994,511.760010,502.529999,502.809998
430,—,—,—,—,—,—,—,—
431,NFLX,01,June,2021,504.010010,505.410004,497.739990,499.079987
432,NFLX,02,June,2021,499.820007,503.220001,495.820007,499.239990
433,NFLX,03,June,2021,495.190002,496.660004,487.250000,489.429993
434,NFLX,04,June,2021,492.000000,501.859985,490.950012,494.739990
435,NFLX,07,June,2021,492.920013,496.700012,490.549988,494.660004
436,NFLX,08,June,2021,497.000000,498.820007,489.369995,492.390015
437,NFLX,09,June,2021,494.500000,496.089996,484.649994,485.809998
438,NFLX,10,June,2021,487.170013,490.209991,482.140015,487.269989
439,NFLX,11,June,2021,490.000000,491.410004,487.779999,488.769989
440,NFLX,14,June,2021,,,,
441,NFLX,15,June,2021,501.230011,501.230011,490.399994,491.899994
442,NFLX,16,June,2021,495.000000,496.459991,486.279999,492.410004
443,NFLX,17,June,2021,490.250000,501.799988,490.149994,498.339996
444,NFLX,18,June,2021,496.399994,504.489990,495.239990,500.769989
445,NFLX,21,June,2021,501.640015,502.049988,492.279999,497.000000
446,NFLX,22,June,2021,498.540009,513.549988,495.799988,508.820007
447,NFLX,23,June,2021,508.480011,516.630005,508.200012,512.739990
448,NFLX,24,June,2021,517.960022,520.960022,514.400024,518.059998
449,NFLX,25,June,2021,528.840027,533.059998,525.000000,527.070007
450,NFLX,28,June,2021,528.119995,533.940002,524.559998,533.030029
451,NFLX,29,June,2021,533.549988,536.130005,528.570007,533.500000
452,NFLX,30,June,2021,534.059998,534.380005,526.820007,528.210022
453,—,—,—,—,—,—,—,—
454,NFLX,01,July,2021,525.719971,537.039978,525.719971,533.539978
455,NFLX,02,July,2021,535.500000,538.539978,529.390015,533.979980
456,NFLX,06,July,2021,533.000000,542.859985,533.000000,541.640015
457,NFLX,07,July,2021,544.239990,544.640015,531.659973,535.960022
458,NFLX,08,July,2021,530.929993,535.500000,529.090027,530.760010
459,NFLX,09,July,2021,531.000000,538.260010,528.580017,535.979980
460,NFLX,12,July,2021,540.299988,540.650024,532.919983,537.309998
461,NFLX,13,July,2021,535.760010,545.330017,535.760010,540.679993
462,NFLX,14,July,2021,541.010010,554.099976,541.010010,547.950012
463,NFLX,15,July,2021,553.969971,557.539978,538.200012,542.950012
464,NFLX,16,July,2021,541.809998,544.059998,527.049988,530.309998
465,NFLX,19,July,2021,526.049988,534.909973,522.239990,532.280029
466,NFLX,20,July,2021,526.070007,536.640015,520.299988,531.049988
467,NFLX,21,July,2021,526.130005,530.989990,505.609985,513.630005
468,NFLX,22,July,2021,510.209991,513.679993,507.000000,511.769989
469,NFLX,23,July,2021,512.159973,517.409973,504.660004,515.409973
470,NFLX,26,July,2021,514.380005,521.130005,509.010010,516.489990
471,NFLX,27,July,2021,518.080017,521.950012,512.049988,518.909973
472,NFLX,28,July,2021,521.820007,524.469971,516.979980,519.299988
473,NFLX,29,July,2021,519.960022,520.780029,513.789978,514.250000
474,NFLX,30,July,2021,512.690002,519.789978,510.959991,517.570007
475,NFLX,02,August,2021,,,,
476,NFLX,03,August,2021,514.390015,515.630005,505.369995,510.820007
477,NFLX,04,August,2021,513.000000,517.979980,510.369995,517.349976
478,NFLX,05,August,2021,517.130005,525.409973,514.020020,524.890015
479,NFLX,06,August,2021,524.000000,526.840027,519.390015,520.549988
480,NFLX,09,August,2021,521.150024,522.669983,517.989990,519.969971
481,NFLX,10,August,2021,520.000000,520.789978,512.969971,515.840027
482,NFLX,11,August,2021,517.000000,519.570007,509.769989,512.400024
483,NFLX,12,August,2021,511.859985,513.000000,507.200012,510.720001
484,NFLX,13,August,2021,512.640015,521.440002,511.510010,515.919983
485,NFLX,16,August,2021,515.239990,523.380005,512.299988,517.919983
486,NFLX,17,August,2021,515.469971,520.789978,514.200012,518.909973
487,NFLX,18,August,2021,520.000000,526.380005,518.650024,521.869995
488,NFLX,19,August,2021,522.739990,548.390015,521.869995,543.710022
489,NFLX,20,August,2021,545.090027,551.390015,539.099976,546.880005
490,NFLX,23,August,2021,545.979980,555.549988,543.739990,553.330017
491,NFLX,24,August,2021,551.479980,555.309998,549.270020,553.409973
492,NFLX,25,August,2021,550.159973,552.840027,545.450012,547.580017
493,NFLX,26,August,2021,546.159973,552.599976,545.900024,550.119995
494,NFLX,27,August,2021,551.599976,564.169983,549.250000,558.919983
495,NFLX,30,August,2021,557.250000,567.159973,556.450012,566.179993
496,NFLX,31,August,2021,566.119995,569.479980,561.609985,569.190002
497,—,—,—,—,—,—,—,—
498,NFLX,01,September,2021,569.000000,591.000000,569.000000,582.070007
499,NFLX,02,September,2021,583.679993,598.760010,583.679993,588.549988
500,NFLX,03,September,2021,585.799988,591.880005,583.140015,590.530029
501,NFLX,07,September,2021,594.690002,613.849976,593.989990,606.710022
502,NFLX,08,September,2021,603.840027,615.599976,595.710022,606.049988
503,NFLX,09,September,2021,606.469971,609.440002,596.549988,597.539978
504,NFLX,10,September,2021,598.159973,609.450012,593.669983,598.719971
505,NFLX,13,September,2021,598.570007,598.570007,582.780029,589.289978
506,NFLX,14,September,2021,584.890015,587.280029,575.559998,577.760010
507,NFLX,15,September,2021,578.169983,584.619995,575.369995,582.869995
508,NFLX,16,September,2021,584.299988,587.479980,577.719971,586.500000
509,NFLX,17,September,2021,587.849976,590.280029,580.849976,589.349976
510,NFLX,20,September,2021,,,,
511,NFLX,21,September,2021,578.309998,581.880005,569.369995,573.140015
512,NFLX,22,September,2021,579.690002,595.650024,579.690002,590.650024
513,NFLX,23,September,2021,590.789978,599.320007,589.130005,593.260010
514,NFLX,24,September,2021,592.500000,592.979980,583.640015,592.390015
515,NFLX,27,September,2021,587.950012,593.580017,576.929993,592.640015
516,NFLX,28,September,2021,589.000000,599.539978,580.159973,583.849976
517,NFLX,29,September,2021,589.010010,609.880005,588.010010,599.059998
518,NFLX,30,September,2021,608.049988,619.000000,608.049988,610.340027
